sch_year,fips,state,st,grade,enrollment,data_source
2020-2021,5,ARKANSAS,AR,k_12_total,473004,CCD federal data
2020-2021,4,ARIZONA,AZ,kindergarten,73164,CCD federal data
2020-2021,4,ARIZONA,AZ,ungraded,354,CCD federal data
2020-2021,4,ARIZONA,AZ,unspecified,0,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_1,35574,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_10,37100,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_11,35524,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_12,33799,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_2,35591,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_3,35588,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_4,35518,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_5,36235,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_6,37641,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_7,38785,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_8,39096,CCD federal data
2020-2021,5,ARKANSAS,AR,grade_9,37426,CCD federal data
2020-2021,4,ARIZONA,AZ,k_12_total,1098017,CCD federal data
2020-2021,5,ARKANSAS,AR,kindergarten,34791,CCD federal data
2020-2021,5,ARKANSAS,AR,ungraded,336,CCD federal data
2020-2021,5,ARKANSAS,AR,unspecified,0,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_1,426963,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_10,496344,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_11,480526,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_12,491720,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_2,433314,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_3,440250,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_4,448103,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_5,450355,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_6,441675,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_7,460700,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_8,468364,CCD federal data
2020-2021,6,CALIFORNIA,CA,grade_9,501906,CCD federal data
2020-2021,6,CALIFORNIA,CA,k_12_total,6002392,CCD federal data
2020-2021,6,CALIFORNIA,CA,kindergarten,462172,CCD federal data
2020-2021,6,CALIFORNIA,CA,unspecified,0,CCD federal data
2020-2021,8,COLORADO,CO,kindergarten,58209,CO state data
2020-2021,8,COLORADO,CO,grade_1,61755,CO state data
2020-2021,8,COLORADO,CO,grade_2,61491,CO state data
2020-2021,8,COLORADO,CO,grade_3,62391,CO state data
2020-2021,8,COLORADO,CO,grade_4,63558,CO state data
2020-2021,8,COLORADO,CO,grade_5,64791,CO state data
2020-2021,8,COLORADO,CO,grade_6,67398,CO state data
2020-2021,8,COLORADO,CO,grade_7,69216,CO state data
2020-2021,8,COLORADO,CO,grade_8,69423,CO state data
2020-2021,8,COLORADO,CO,grade_9,70930,CO state data
2020-2021,8,COLORADO,CO,grade_10,68745,CO state data
2020-2021,8,COLORADO,CO,grade_11,67257,CO state data
2020-2021,8,COLORADO,CO,grade_12,71492,CO state data
2020-2021,8,COLORADO,CO,detention_centers,127,CO state data
2020-2021,8,COLORADO,CO,k_12_total,856783,CO state data
2020-2021,9,CONNECTICUT,CT,grade_1,35709,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_10,40777,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_11,39547,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_12,40811,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_2,35417,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_3,35921,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_4,36527,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_5,36985,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_6,38157,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_7,39074,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_8,40397,CCD federal data
2020-2021,9,CONNECTICUT,CT,grade_9,42443,CCD federal data
2020-2021,9,CONNECTICUT,CT,k_12_total,494006,CCD federal data
2020-2021,9,CONNECTICUT,CT,kindergarten,32241,CCD federal data
2020-2021,9,CONNECTICUT,CT,unspecified,0,CCD federal data
2020-2021,10,DELAWARE,DE,grade_1,9782,CCD federal data
2020-2021,10,DELAWARE,DE,grade_10,11097,CCD federal data
2020-2021,10,DELAWARE,DE,grade_11,10135,CCD federal data
2020-2021,10,DELAWARE,DE,grade_12,9753,CCD federal data
2020-2021,10,DELAWARE,DE,grade_2,9918,CCD federal data
2020-2021,10,DELAWARE,DE,grade_3,10209,CCD federal data
2020-2021,10,DELAWARE,DE,grade_4,10335,CCD federal data
2020-2021,10,DELAWARE,DE,grade_5,10601,CCD federal data
2020-2021,10,DELAWARE,DE,grade_6,10854,CCD federal data
2020-2021,10,DELAWARE,DE,grade_7,11056,CCD federal data
2020-2021,10,DELAWARE,DE,grade_8,10890,CCD federal data
2020-2021,10,DELAWARE,DE,grade_9,11966,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,k_12_total,77937,CCD federal data
2020-2021,10,DELAWARE,DE,kindergarten,9397,CCD federal data
2020-2021,10,DELAWARE,DE,unspecified,0,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_1,7190,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_10,5015,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_11,4012,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_12,3836,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_2,7005,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_3,6868,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_4,6442,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_5,6292,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_6,5890,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_7,5729,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_8,5551,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,grade_9,6467,CCD federal data
2020-2021,10,DELAWARE,DE,k_12_total,135993,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,kindergarten,7397,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,ungraded,243,CCD federal data
2020-2021,11,DISTRICT OF COLUMBIA,DC,unspecified,0,CCD federal data
2020-2021,12,FLORIDA,FL,grade_1,200690,CCD federal data
2020-2021,12,FLORIDA,FL,grade_10,219637,CCD federal data
2020-2021,12,FLORIDA,FL,grade_11,209507,CCD federal data
2020-2021,12,FLORIDA,FL,grade_12,203873,CCD federal data
2020-2021,12,FLORIDA,FL,grade_2,202208,CCD federal data
2020-2021,12,FLORIDA,FL,grade_3,206672,CCD federal data
2020-2021,12,FLORIDA,FL,grade_4,215139,CCD federal data
2020-2021,12,FLORIDA,FL,grade_5,208223,CCD federal data
2020-2021,12,FLORIDA,FL,grade_6,216672,CCD federal data
2020-2021,12,FLORIDA,FL,grade_7,223279,CCD federal data
2020-2021,12,FLORIDA,FL,grade_8,220572,CCD federal data
2020-2021,12,FLORIDA,FL,grade_9,228225,CCD federal data
2020-2021,12,FLORIDA,FL,k_12_total,2741297,CCD federal data
2020-2021,12,FLORIDA,FL,kindergarten,186600,CCD federal data
2020-2021,12,FLORIDA,FL,unspecified,0,CCD federal data
2020-2021,13,GEORGIA,GA,grade_1,122684,CCD federal data
2020-2021,13,GEORGIA,GA,grade_10,138737,CCD federal data
2020-2021,13,GEORGIA,GA,grade_11,125445,CCD federal data
2020-2021,13,GEORGIA,GA,grade_12,118617,CCD federal data
2020-2021,13,GEORGIA,GA,grade_2,123713,CCD federal data
2020-2021,13,GEORGIA,GA,grade_3,125032,CCD federal data
2020-2021,13,GEORGIA,GA,grade_4,126802,CCD federal data
2020-2021,13,GEORGIA,GA,grade_5,129645,CCD federal data
2020-2021,13,GEORGIA,GA,grade_6,134823,CCD federal data
2020-2021,13,GEORGIA,GA,grade_7,138621,CCD federal data
2020-2021,13,GEORGIA,GA,grade_8,140004,CCD federal data
2020-2021,13,GEORGIA,GA,grade_9,147800,CCD federal data
2020-2021,13,GEORGIA,GA,k_12_total,1686367,CCD federal data
2020-2021,13,GEORGIA,GA,kindergarten,114444,CCD federal data
2020-2021,13,GEORGIA,GA,unspecified,0,CCD federal data
2020-2021,15,HAWAII,HI,grade_1,13832,CCD federal data
2020-2021,15,HAWAII,HI,grade_10,13794,CCD federal data
2020-2021,15,HAWAII,HI,grade_11,12371,CCD federal data
2020-2021,15,HAWAII,HI,grade_12,11185,CCD federal data
2020-2021,15,HAWAII,HI,grade_2,14241,CCD federal data
2020-2021,15,HAWAII,HI,grade_3,14157,CCD federal data
2020-2021,15,HAWAII,HI,grade_4,14239,CCD federal data
2020-2021,15,HAWAII,HI,grade_5,14543,CCD federal data
2020-2021,15,HAWAII,HI,grade_6,11216,CCD federal data
2020-2021,15,HAWAII,HI,grade_7,14118,CCD federal data
2020-2021,15,HAWAII,HI,grade_8,13765,CCD federal data
2020-2021,15,HAWAII,HI,grade_9,14710,CCD federal data
2020-2021,15,HAWAII,HI,k_12_total,174704,CCD federal data
2020-2021,15,HAWAII,HI,kindergarten,12064,CCD federal data
2020-2021,15,HAWAII,HI,ungraded,469,CCD federal data
2020-2021,15,HAWAII,HI,unspecified,0,CCD federal data
2020-2021,16,IDAHO,ID,grade_1,22029,CCD federal data
2020-2021,16,IDAHO,ID,grade_10,24653,CCD federal data
2020-2021,16,IDAHO,ID,grade_11,23098,CCD federal data
2020-2021,16,IDAHO,ID,grade_12,22588,CCD federal data
2020-2021,16,IDAHO,ID,grade_2,22464,CCD federal data
2020-2021,16,IDAHO,ID,grade_3,22504,CCD federal data
2020-2021,16,IDAHO,ID,grade_4,23100,CCD federal data
2020-2021,16,IDAHO,ID,grade_5,23428,CCD federal data
2020-2021,16,IDAHO,ID,grade_6,24098,CCD federal data
2020-2021,16,IDAHO,ID,grade_7,25202,CCD federal data
2020-2021,16,IDAHO,ID,grade_8,25242,CCD federal data
2020-2021,16,IDAHO,ID,grade_9,24818,CCD federal data
2020-2021,19,IOWA,IA,k_12_total,479264,CCD federal data
2020-2021,16,IDAHO,ID,kindergarten,21113,CCD federal data
2020-2021,16,IDAHO,ID,unspecified,0,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_1,128021,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_10,152787,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_11,149074,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_12,149778,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_2,128242,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_3,130736,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_4,134996,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_5,137050,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_6,141878,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_7,147159,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_8,149471,CCD federal data
2020-2021,17,ILLINOIS,IL,grade_9,153804,CCD federal data
2020-2021,16,IDAHO,ID,k_12_total,304337,CCD federal data
2020-2021,17,ILLINOIS,IL,kindergarten,120363,CCD federal data
2020-2021,17,ILLINOIS,IL,unspecified,0,CCD federal data
2020-2021,18,INDIANA,IN,grade_1,76162,CCD federal data
2020-2021,18,INDIANA,IN,grade_10,81010,CCD federal data
2020-2021,18,INDIANA,IN,grade_11,81843,CCD federal data
2020-2021,18,INDIANA,IN,grade_12,77823,CCD federal data
2020-2021,18,INDIANA,IN,grade_2,73859,CCD federal data
2020-2021,18,INDIANA,IN,grade_3,75205,CCD federal data
2020-2021,18,INDIANA,IN,grade_4,75246,CCD federal data
2020-2021,18,INDIANA,IN,grade_5,76620,CCD federal data
2020-2021,18,INDIANA,IN,grade_6,78966,CCD federal data
2020-2021,18,INDIANA,IN,grade_7,81531,CCD federal data
2020-2021,18,INDIANA,IN,grade_8,81709,CCD federal data
2020-2021,18,INDIANA,IN,grade_9,82252,CCD federal data
2020-2021,17,ILLINOIS,IL,k_12_total,1823359,CCD federal data
2020-2021,18,INDIANA,IN,kindergarten,72995,CCD federal data
2020-2021,18,INDIANA,IN,ungraded,1818,CCD federal data
2020-2021,18,INDIANA,IN,unspecified,0,CCD federal data
2020-2021,19,IOWA,IA,grade_1,35248,CCD federal data
2020-2021,19,IOWA,IA,grade_10,38383,CCD federal data
2020-2021,19,IOWA,IA,grade_11,36913,CCD federal data
2020-2021,19,IOWA,IA,grade_12,37405,CCD federal data
2020-2021,19,IOWA,IA,grade_2,34989,CCD federal data
2020-2021,19,IOWA,IA,grade_3,34596,CCD federal data
2020-2021,19,IOWA,IA,grade_4,34810,CCD federal data
2020-2021,19,IOWA,IA,grade_5,35962,CCD federal data
2020-2021,19,IOWA,IA,grade_6,36889,CCD federal data
2020-2021,19,IOWA,IA,grade_7,38542,CCD federal data
2020-2021,19,IOWA,IA,grade_8,38667,CCD federal data
2020-2021,19,IOWA,IA,grade_9,39114,CCD federal data
2020-2021,18,INDIANA,IN,k_12_total,1017039,CCD federal data
2020-2021,19,IOWA,IA,kindergarten,37746,CCD federal data
2020-2021,19,IOWA,IA,unspecified,0,CCD federal data
2020-2021,20,KANSAS,KS,grade_1,33578,CCD federal data
2020-2021,20,KANSAS,KS,grade_10,36308,CCD federal data
2020-2021,20,KANSAS,KS,grade_11,35325,CCD federal data
2020-2021,20,KANSAS,KS,grade_12,34634,CCD federal data
2020-2021,20,KANSAS,KS,grade_2,33748,CCD federal data
2020-2021,20,KANSAS,KS,grade_3,34443,CCD federal data
2020-2021,20,KANSAS,KS,grade_4,34581,CCD federal data
2020-2021,20,KANSAS,KS,grade_5,35680,CCD federal data
2020-2021,20,KANSAS,KS,grade_6,36261,CCD federal data
2020-2021,20,KANSAS,KS,grade_7,37315,CCD federal data
2020-2021,20,KANSAS,KS,grade_8,37423,CCD federal data
2020-2021,20,KANSAS,KS,grade_9,37336,CCD federal data
2020-2021,20,KANSAS,KS,k_12_total,462239,CCD federal data
2020-2021,20,KANSAS,KS,kindergarten,32477,CCD federal data
2020-2021,20,KANSAS,KS,ungraded,3130,CCD federal data
2020-2021,20,KANSAS,KS,unspecified,0,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_1,49131,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_10,52232,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_11,48687,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_12,45632,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_2,48196,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_3,43885,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_4,47539,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_5,48330,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_6,50636,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_7,51731,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_8,52396,CCD federal data
2020-2021,21,KENTUCKY,KY,grade_9,53890,CCD federal data
2020-2021,21,KENTUCKY,KY,k_12_total,638551,CCD federal data
2020-2021,21,KENTUCKY,KY,kindergarten,45611,CCD federal data
2020-2021,21,KENTUCKY,KY,ungraded,655,CCD federal data
2020-2021,21,KENTUCKY,KY,unspecified,0,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_1,53220,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_10,52574,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_11,48271,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_12,44381,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_2,51515,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_3,50448,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_4,50603,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_5,50894,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_6,53237,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_7,54415,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_8,54132,CCD federal data
2020-2021,22,LOUISIANA,LA,grade_9,55854,CCD federal data
2020-2021,22,LOUISIANA,LA,k_12_total,669959,CCD federal data
2020-2021,22,LOUISIANA,LA,kindergarten,50415,CCD federal data
2020-2021,22,LOUISIANA,LA,unspecified,0,CCD federal data
2020-2021,23,MAINE,ME,grade_1,12104,CCD federal data
2020-2021,23,MAINE,ME,grade_10,14027,CCD federal data
2020-2021,23,MAINE,ME,grade_11,13849,CCD federal data
2020-2021,23,MAINE,ME,grade_12,13740,CCD federal data
2020-2021,23,MAINE,ME,grade_2,11974,CCD federal data
2020-2021,23,MAINE,ME,grade_3,11878,CCD federal data
2020-2021,23,MAINE,ME,grade_4,12260,CCD federal data
2020-2021,23,MAINE,ME,grade_5,12477,CCD federal data
2020-2021,23,MAINE,ME,grade_6,13084,CCD federal data
2020-2021,23,MAINE,ME,grade_7,13370,CCD federal data
2020-2021,23,MAINE,ME,grade_8,13649,CCD federal data
2020-2021,23,MAINE,ME,grade_9,13874,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,k_12_total,900430,CCD federal data
2020-2021,23,MAINE,ME,kindergarten,11442,CCD federal data
2020-2021,23,MAINE,ME,unspecified,0,CCD federal data
2020-2021,24,MARYLAND,MD,grade_1,63571,CCD federal data
2020-2021,24,MARYLAND,MD,grade_10,69409,CCD federal data
2020-2021,24,MARYLAND,MD,grade_11,62473,CCD federal data
2020-2021,24,MARYLAND,MD,grade_12,61789,CCD federal data
2020-2021,24,MARYLAND,MD,grade_2,64169,CCD federal data
2020-2021,24,MARYLAND,MD,grade_3,64733,CCD federal data
2020-2021,24,MARYLAND,MD,grade_4,66318,CCD federal data
2020-2021,24,MARYLAND,MD,grade_5,66590,CCD federal data
2020-2021,24,MARYLAND,MD,grade_6,68074,CCD federal data
2020-2021,24,MARYLAND,MD,grade_7,69699,CCD federal data
2020-2021,24,MARYLAND,MD,grade_8,69378,CCD federal data
2020-2021,24,MARYLAND,MD,grade_9,74317,CCD federal data
2020-2021,24,MARYLAND,MD,k_12_total,858911,CCD federal data
2020-2021,24,MARYLAND,MD,kindergarten,58391,CCD federal data
2020-2021,24,MARYLAND,MD,unspecified,0,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_1,63966,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_10,74065,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_11,72725,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_12,72039,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_2,65569,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_3,66108,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_4,67404,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_5,68009,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_6,70018,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_7,72395,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_8,73199,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,grade_9,74320,CCD federal data
2020-2021,23,MAINE,ME,k_12_total,167728,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,kindergarten,57609,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,ungraded,3004,CCD federal data
2020-2021,25,MASSACHUSETTS,MA,unspecified,0,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_1,101222,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_10,116087,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_11,113184,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_12,113289,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_2,100705,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_3,100684,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_4,102060,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_5,101621,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_6,104129,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_7,107578,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_8,112092,CCD federal data
2020-2021,26,MICHIGAN,MI,grade_9,119113,CCD federal data
2020-2021,26,MICHIGAN,MI,k_12_total,1402284,CCD federal data
2020-2021,26,MICHIGAN,MI,kindergarten,106539,CCD federal data
2020-2021,26,MICHIGAN,MI,ungraded,3981,CCD federal data
2020-2021,26,MICHIGAN,MI,unspecified,0,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_1,62600,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_10,67951,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_11,68028,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_12,73157,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_2,62053,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_3,62401,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_4,62363,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_5,63743,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_6,65038,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_7,67378,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_8,68043,CCD federal data
2020-2021,27,MINNESOTA,MN,grade_9,68475,CCD federal data
2020-2021,27,MINNESOTA,MN,k_12_total,850765,CCD federal data
2020-2021,27,MINNESOTA,MN,kindergarten,59535,CCD federal data
2020-2021,27,MINNESOTA,MN,unspecified,0,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_1,32407,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_10,33260,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_11,31245,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_12,28505,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_2,32310,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_3,32219,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_4,33648,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_5,31640,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_6,35419,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_7,36889,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_8,37005,CCD federal data
2020-2021,28,MISSISSIPPI,MS,grade_9,34579,CCD federal data
2020-2021,29,MISSOURI,MO,k_12_total,855198,CCD federal data
2020-2021,28,MISSISSIPPI,MS,kindergarten,30623,CCD federal data
2020-2021,28,MISSISSIPPI,MS,ungraded,6865,CCD federal data
2020-2021,28,MISSISSIPPI,MS,unspecified,0,CCD federal data
2020-2021,29,MISSOURI,MO,grade_1,62954,CCD federal data
2020-2021,29,MISSOURI,MO,grade_10,68237,CCD federal data
2020-2021,29,MISSOURI,MO,grade_11,65688,CCD federal data
2020-2021,29,MISSOURI,MO,grade_12,64288,CCD federal data
2020-2021,29,MISSOURI,MO,grade_2,62809,CCD federal data
2020-2021,29,MISSOURI,MO,grade_3,63578,CCD federal data
2020-2021,29,MISSOURI,MO,grade_4,64364,CCD federal data
2020-2021,29,MISSOURI,MO,grade_5,65698,CCD federal data
2020-2021,29,MISSOURI,MO,grade_6,67620,CCD federal data
2020-2021,29,MISSOURI,MO,grade_7,69636,CCD federal data
2020-2021,29,MISSOURI,MO,grade_8,70068,CCD federal data
2020-2021,29,MISSOURI,MO,grade_9,70304,CCD federal data
2020-2021,28,MISSISSIPPI,MS,k_12_total,436614,CCD federal data
2020-2021,29,MISSOURI,MO,kindergarten,59954,CCD federal data
2020-2021,29,MISSOURI,MO,unspecified,0,CCD federal data
2020-2021,30,MONTANA,MT,grade_1,10915,CCD federal data
2020-2021,30,MONTANA,MT,grade_10,11178,CCD federal data
2020-2021,30,MONTANA,MT,grade_11,10626,CCD federal data
2020-2021,30,MONTANA,MT,grade_12,9794,CCD federal data
2020-2021,30,MONTANA,MT,grade_2,10796,CCD federal data
2020-2021,30,MONTANA,MT,grade_3,10822,CCD federal data
2020-2021,30,MONTANA,MT,grade_4,11046,CCD federal data
2020-2021,30,MONTANA,MT,grade_5,10943,CCD federal data
2020-2021,30,MONTANA,MT,grade_6,11476,CCD federal data
2020-2021,30,MONTANA,MT,grade_7,11882,CCD federal data
2020-2021,30,MONTANA,MT,grade_8,11608,CCD federal data
2020-2021,30,MONTANA,MT,grade_9,11949,CCD federal data
2020-2021,30,MONTANA,MT,k_12_total,144685,CCD federal data
2020-2021,30,MONTANA,MT,kindergarten,11650,CCD federal data
2020-2021,30,MONTANA,MT,unspecified,0,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_1,23035,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_10,24341,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_11,24090,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_12,25172,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_2,22705,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_3,22939,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_4,22855,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_5,23511,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_6,24122,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_7,24291,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_8,22782,CCD federal data
2020-2021,31,NEBRASKA,NE,grade_9,24174,CCD federal data
2020-2021,37,NORTH CAROLINA,NC,k_12_total,1493730,CCD federal data
2020-2021,31,NEBRASKA,NE,kindergarten,22894,CCD federal data
2020-2021,31,NEBRASKA,NE,unspecified,0,CCD federal data
2020-2021,32,NEVADA,NV,grade_1,34631,CCD federal data
2020-2021,32,NEVADA,NV,grade_10,37634,CCD federal data
2020-2021,32,NEVADA,NV,grade_11,36095,CCD federal data
2020-2021,32,NEVADA,NV,grade_12,34818,CCD federal data
2020-2021,32,NEVADA,NV,grade_2,35134,CCD federal data
2020-2021,32,NEVADA,NV,grade_3,35174,CCD federal data
2020-2021,32,NEVADA,NV,grade_4,35712,CCD federal data
2020-2021,32,NEVADA,NV,grade_5,36153,CCD federal data
2020-2021,32,NEVADA,NV,grade_6,37156,CCD federal data
2020-2021,32,NEVADA,NV,grade_7,39030,CCD federal data
2020-2021,32,NEVADA,NV,grade_8,39752,CCD federal data
2020-2021,32,NEVADA,NV,grade_9,38646,CCD federal data
2020-2021,38,NORTH DAKOTA,ND,k_12_total,112173,CCD federal data
2020-2021,32,NEVADA,NV,kindergarten,31995,CCD federal data
2020-2021,32,NEVADA,NV,ungraded,1019,CCD federal data
2020-2021,32,NEVADA,NV,unspecified,0,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_1,11728,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_10,13971,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_11,13571,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_12,13347,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_2,11906,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_3,11985,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_4,12403,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_5,12334,CCD federal data
2020-2021,33,NEW HAMPSHIRE,NH,grade_6,12925,CCD federal data
