"fips","state","age","est_date","population"
42,"PENNSYLVANIA",15,"2020-07-01",158575
42,"PENNSYLVANIA",16,"2020-07-01",161180
42,"PENNSYLVANIA",17,"2020-07-01",160577
44,"RHODE ISLAND",5,"2020-07-01",11550
44,"RHODE ISLAND",6,"2020-07-01",11395
44,"RHODE ISLAND",7,"2020-07-01",11314
44,"RHODE ISLAND",8,"2020-07-01",11423
44,"RHODE ISLAND",9,"2020-07-01",11458
44,"RHODE ISLAND",10,"2020-07-01",11685
44,"RHODE ISLAND",11,"2020-07-01",11895
44,"RHODE ISLAND",12,"2020-07-01",12464
44,"RHODE ISLAND",13,"2020-07-01",12591
44,"RHODE ISLAND",14,"2020-07-01",12660
44,"RHODE ISLAND",15,"2020-07-01",12688
44,"RHODE ISLAND",16,"2020-07-01",12916
44,"RHODE ISLAND",17,"2020-07-01",13033
45,"SOUTH CAROLINA",5,"2020-07-01",60563
45,"SOUTH CAROLINA",6,"2020-07-01",60356
45,"SOUTH CAROLINA",7,"2020-07-01",60283
45,"SOUTH CAROLINA",8,"2020-07-01",60782
45,"SOUTH CAROLINA",9,"2020-07-01",61556
45,"SOUTH CAROLINA",10,"2020-07-01",63838
45,"SOUTH CAROLINA",11,"2020-07-01",66298
45,"SOUTH CAROLINA",12,"2020-07-01",68716
45,"SOUTH CAROLINA",13,"2020-07-01",68534
45,"SOUTH CAROLINA",14,"2020-07-01",66377
45,"SOUTH CAROLINA",15,"2020-07-01",64629
45,"SOUTH CAROLINA",16,"2020-07-01",64286
45,"SOUTH CAROLINA",17,"2020-07-01",63333
46,"SOUTH DAKOTA",5,"2020-07-01",12341
46,"SOUTH DAKOTA",6,"2020-07-01",12322
46,"SOUTH DAKOTA",7,"2020-07-01",12194
46,"SOUTH DAKOTA",8,"2020-07-01",12083
46,"SOUTH DAKOTA",9,"2020-07-01",12090
46,"SOUTH DAKOTA",10,"2020-07-01",12361
46,"SOUTH DAKOTA",11,"2020-07-01",12590
46,"SOUTH DAKOTA",12,"2020-07-01",13011
46,"SOUTH DAKOTA",13,"2020-07-01",12840
46,"SOUTH DAKOTA",14,"2020-07-01",12443
46,"SOUTH DAKOTA",15,"2020-07-01",12213
46,"SOUTH DAKOTA",16,"2020-07-01",12149
46,"SOUTH DAKOTA",17,"2020-07-01",11650
47,"TENNESSEE",5,"2020-07-01",84215
47,"TENNESSEE",6,"2020-07-01",83617
47,"TENNESSEE",7,"2020-07-01",83335
47,"TENNESSEE",8,"2020-07-01",83472
47,"TENNESSEE",9,"2020-07-01",83565
47,"TENNESSEE",10,"2020-07-01",85770
47,"TENNESSEE",11,"2020-07-01",88739
47,"TENNESSEE",12,"2020-07-01",92758
47,"TENNESSEE",13,"2020-07-01",92278
47,"TENNESSEE",14,"2020-07-01",90332
47,"TENNESSEE",15,"2020-07-01",88845
47,"TENNESSEE",16,"2020-07-01",89192
47,"TENNESSEE",17,"2020-07-01",88231
48,"TEXAS",5,"2020-07-01",418912
48,"TEXAS",6,"2020-07-01",416420
48,"TEXAS",7,"2020-07-01",411584
48,"TEXAS",8,"2020-07-01",409143
48,"TEXAS",9,"2020-07-01",415629
48,"TEXAS",10,"2020-07-01",426677
48,"TEXAS",11,"2020-07-01",434310
48,"TEXAS",12,"2020-07-01",448189
48,"TEXAS",13,"2020-07-01",444254
48,"TEXAS",14,"2020-07-01",435281
48,"TEXAS",15,"2020-07-01",429865
48,"TEXAS",16,"2020-07-01",429236
48,"TEXAS",17,"2020-07-01",423842
49,"UTAH",5,"2020-07-01",51705
49,"UTAH",6,"2020-07-01",52005
49,"UTAH",7,"2020-07-01",52132
49,"UTAH",8,"2020-07-01",51691
49,"UTAH",9,"2020-07-01",52708
49,"UTAH",10,"2020-07-01",54637
49,"UTAH",11,"2020-07-01",55940
49,"UTAH",12,"2020-07-01",57699
49,"UTAH",13,"2020-07-01",57437
49,"UTAH",14,"2020-07-01",56226
49,"UTAH",15,"2020-07-01",55280
49,"UTAH",16,"2020-07-01",55308
49,"UTAH",17,"2020-07-01",54344
50,"VERMONT",5,"2020-07-01",6290
50,"VERMONT",6,"2020-07-01",6422
50,"VERMONT",7,"2020-07-01",6388
50,"VERMONT",8,"2020-07-01",6481
50,"VERMONT",9,"2020-07-01",6532
50,"VERMONT",10,"2020-07-01",6677
50,"VERMONT",11,"2020-07-01",6844
50,"VERMONT",12,"2020-07-01",7183
50,"VERMONT",13,"2020-07-01",7300
50,"VERMONT",14,"2020-07-01",7223
50,"VERMONT",15,"2020-07-01",7167
50,"VERMONT",16,"2020-07-01",7390
50,"VERMONT",17,"2020-07-01",7457
51,"VIRGINIA",5,"2020-07-01",104494
51,"VIRGINIA",6,"2020-07-01",103647
51,"VIRGINIA",7,"2020-07-01",103412
51,"VIRGINIA",8,"2020-07-01",103934
51,"VIRGINIA",9,"2020-07-01",104672
51,"VIRGINIA",10,"2020-07-01",106203
51,"VIRGINIA",11,"2020-07-01",108102
51,"VIRGINIA",12,"2020-07-01",112608
51,"VIRGINIA",13,"2020-07-01",112377
51,"VIRGINIA",14,"2020-07-01",110404
51,"VIRGINIA",15,"2020-07-01",109028
51,"VIRGINIA",16,"2020-07-01",109680
51,"VIRGINIA",17,"2020-07-01",108473
53,"WASHINGTON",5,"2020-07-01",95364
53,"WASHINGTON",6,"2020-07-01",94677
53,"WASHINGTON",7,"2020-07-01",94378
53,"WASHINGTON",8,"2020-07-01",94055
53,"WASHINGTON",9,"2020-07-01",94615
53,"WASHINGTON",10,"2020-07-01",96507
53,"WASHINGTON",11,"2020-07-01",98003
53,"WASHINGTON",12,"2020-07-01",100593
53,"WASHINGTON",13,"2020-07-01",98974
53,"WASHINGTON",14,"2020-07-01",96093
53,"WASHINGTON",15,"2020-07-01",94243
53,"WASHINGTON",16,"2020-07-01",94035
53,"WASHINGTON",17,"2020-07-01",92916
54,"WEST VIRGINIA",5,"2020-07-01",19670
54,"WEST VIRGINIA",6,"2020-07-01",20061
54,"WEST VIRGINIA",7,"2020-07-01",20193
54,"WEST VIRGINIA",8,"2020-07-01",20115
54,"WEST VIRGINIA",9,"2020-07-01",20093
54,"WEST VIRGINIA",10,"2020-07-01",20478
54,"WEST VIRGINIA",11,"2020-07-01",21095
54,"WEST VIRGINIA",12,"2020-07-01",21930
54,"WEST VIRGINIA",13,"2020-07-01",21837
54,"WEST VIRGINIA",14,"2020-07-01",21464
54,"WEST VIRGINIA",15,"2020-07-01",21339
54,"WEST VIRGINIA",16,"2020-07-01",21616
54,"WEST VIRGINIA",17,"2020-07-01",21612
55,"WISCONSIN",5,"2020-07-01",69292
55,"WISCONSIN",6,"2020-07-01",69218
55,"WISCONSIN",7,"2020-07-01",69335
55,"WISCONSIN",8,"2020-07-01",69659
55,"WISCONSIN",9,"2020-07-01",70640
55,"WISCONSIN",10,"2020-07-01",73613
55,"WISCONSIN",11,"2020-07-01",75472
55,"WISCONSIN",12,"2020-07-01",78194
55,"WISCONSIN",13,"2020-07-01",78362
55,"WISCONSIN",14,"2020-07-01",77328
55,"WISCONSIN",15,"2020-07-01",76562
55,"WISCONSIN",16,"2020-07-01",77288
55,"WISCONSIN",17,"2020-07-01",76511
56,"WYOMING",5,"2020-07-01",7307
56,"WYOMING",6,"2020-07-01",7297
56,"WYOMING",7,"2020-07-01",7306
56,"WYOMING",8,"2020-07-01",7333
56,"WYOMING",9,"2020-07-01",7468
56,"WYOMING",10,"2020-07-01",7825
56,"WYOMING",11,"2020-07-01",8059
56,"WYOMING",12,"2020-07-01",8331
56,"WYOMING",13,"2020-07-01",8310
56,"WYOMING",14,"2020-07-01",8069
56,"WYOMING",15,"2020-07-01",7859
56,"WYOMING",16,"2020-07-01",7669
56,"WYOMING",17,"2020-07-01",7498
1,"ALABAMA",5,"2021-07-01",61748
1,"ALABAMA",6,"2021-07-01",62040
1,"ALABAMA",7,"2021-07-01",61565
1,"ALABAMA",8,"2021-07-01",60851
1,"ALABAMA",9,"2021-07-01",61261
1,"ALABAMA",10,"2021-07-01",61943
1,"ALABAMA",11,"2021-07-01",63495
1,"ALABAMA",12,"2021-07-01",65545
1,"ALABAMA",13,"2021-07-01",68104
1,"ALABAMA",14,"2021-07-01",67676
1,"ALABAMA",15,"2021-07-01",65994
1,"ALABAMA",16,"2021-07-01",64994
1,"ALABAMA",17,"2021-07-01",65234
2,"ALASKA",5,"2021-07-01",10296
2,"ALASKA",6,"2021-07-01",10279
2,"ALASKA",7,"2021-07-01",10286
2,"ALASKA",8,"2021-07-01",10243
2,"ALASKA",9,"2021-07-01",10181
2,"ALASKA",10,"2021-07-01",10308
2,"ALASKA",11,"2021-07-01",10184
2,"ALASKA",12,"2021-07-01",10239
2,"ALASKA",13,"2021-07-01",10265
2,"ALASKA",14,"2021-07-01",10084
2,"ALASKA",15,"2021-07-01",9724
2,"ALASKA",16,"2021-07-01",9637
2,"ALASKA",17,"2021-07-01",9519
4,"ARIZONA",5,"2021-07-01",87691
4,"ARIZONA",6,"2021-07-01",89610
4,"ARIZONA",7,"2021-07-01",89732
4,"ARIZONA",8,"2021-07-01",89430
4,"ARIZONA",9,"2021-07-01",89025
4,"ARIZONA",10,"2021-07-01",90132
4,"ARIZONA",11,"2021-07-01",92137
4,"ARIZONA",12,"2021-07-01",95276
4,"ARIZONA",13,"2021-07-01",100003
4,"ARIZONA",14,"2021-07-01",99585
4,"ARIZONA",15,"2021-07-01",97615
4,"ARIZONA",16,"2021-07-01",96036
4,"ARIZONA",17,"2021-07-01",95860
5,"ARKANSAS",5,"2021-07-01",38742
5,"ARKANSAS",6,"2021-07-01",38968
5,"ARKANSAS",7,"2021-07-01",38494
5,"ARKANSAS",8,"2021-07-01",38217
5,"ARKANSAS",9,"2021-07-01",38676
5,"ARKANSAS",10,"2021-07-01",38970
5,"ARKANSAS",11,"2021-07-01",39874
5,"ARKANSAS",12,"2021-07-01",40920
5,"ARKANSAS",13,"2021-07-01",42665
5,"ARKANSAS",14,"2021-07-01",42669
5,"ARKANSAS",15,"2021-07-01",41680
5,"ARKANSAS",16,"2021-07-01",41010
5,"ARKANSAS",17,"2021-07-01",40944
6,"CALIFORNIA",5,"2021-07-01",480303
6,"CALIFORNIA",6,"2021-07-01",487735
6,"CALIFORNIA",7,"2021-07-01",487035
6,"CALIFORNIA",8,"2021-07-01",487848
6,"CALIFORNIA",9,"2021-07-01",488744
6,"CALIFORNIA",10,"2021-07-01",496286
6,"CALIFORNIA",11,"2021-07-01",501622
6,"CALIFORNIA",12,"2021-07-01",509362
6,"CALIFORNIA",13,"2021-07-01",532061
6,"CALIFORNIA",14,"2021-07-01",531161
6,"CALIFORNIA",15,"2021-07-01",521654
6,"CALIFORNIA",16,"2021-07-01",515661
6,"CALIFORNIA",17,"2021-07-01",516014
8,"COLORADO",5,"2021-07-01",67490
8,"COLORADO",6,"2021-07-01",68188
8,"COLORADO",7,"2021-07-01",68104
8,"COLORADO",8,"2021-07-01",67791
8,"COLORADO",9,"2021-07-01",68292
8,"COLORADO",10,"2021-07-01",69913
8,"COLORADO",11,"2021-07-01",72012
8,"COLORADO",12,"2021-07-01",73168
8,"COLORADO",13,"2021-07-01",75777
8,"COLORADO",14,"2021-07-01",75752
8,"COLORADO",15,"2021-07-01",74809
8,"COLORADO",16,"2021-07-01",74271
8,"COLORADO",17,"2021-07-01",74729
9,"CONNECTICUT",5,"2021-07-01",38451
9,"CONNECTICUT",6,"2021-07-01",38883
9,"CONNECTICUT",7,"2021-07-01",38935
9,"CONNECTICUT",8,"2021-07-01",39203
9,"CONNECTICUT",9,"2021-07-01",39681
9,"CONNECTICUT",10,"2021-07-01",40773
9,"CONNECTICUT",11,"2021-07-01",41846
9,"CONNECTICUT",12,"2021-07-01",43300
9,"CONNECTICUT",13,"2021-07-01",45306
9,"CONNECTICUT",14,"2021-07-01",45902
9,"CONNECTICUT",15,"2021-07-01",45867
9,"CONNECTICUT",16,"2021-07-01",46232
9,"CONNECTICUT",17,"2021-07-01",47120
10,"DELAWARE",5,"2021-07-01",11406
10,"DELAWARE",6,"2021-07-01",11447
10,"DELAWARE",7,"2021-07-01",11385
10,"DELAWARE",8,"2021-07-01",11399
10,"DELAWARE",9,"2021-07-01",11655
10,"DELAWARE",10,"2021-07-01",11713
10,"DELAWARE",11,"2021-07-01",11894
10,"DELAWARE",12,"2021-07-01",12141
10,"DELAWARE",13,"2021-07-01",12494
10,"DELAWARE",14,"2021-07-01",12393
10,"DELAWARE",15,"2021-07-01",12380
10,"DELAWARE",16,"2021-07-01",12187
10,"DELAWARE",17,"2021-07-01",12299
11,"DISTRICT OF COLUMBIA",5,"2021-07-01",7979
11,"DISTRICT OF COLUMBIA",6,"2021-07-01",7835
11,"DISTRICT OF COLUMBIA",7,"2021-07-01",7393
11,"DISTRICT OF COLUMBIA",8,"2021-07-01",7387
11,"DISTRICT OF COLUMBIA",9,"2021-07-01",7215
11,"DISTRICT OF COLUMBIA",10,"2021-07-01",6976
11,"DISTRICT OF COLUMBIA",11,"2021-07-01",6440
11,"DISTRICT OF COLUMBIA",12,"2021-07-01",6149
11,"DISTRICT OF COLUMBIA",13,"2021-07-01",6084
11,"DISTRICT OF COLUMBIA",14,"2021-07-01",5830
11,"DISTRICT OF COLUMBIA",15,"2021-07-01",5461
11,"DISTRICT OF COLUMBIA",16,"2021-07-01",5141
11,"DISTRICT OF COLUMBIA",17,"2021-07-01",5186
12,"FLORIDA",5,"2021-07-01",236039
12,"FLORIDA",6,"2021-07-01",237152
12,"FLORIDA",7,"2021-07-01",236707
12,"FLORIDA",8,"2021-07-01",234962
12,"FLORIDA",9,"2021-07-01",236409
12,"FLORIDA",10,"2021-07-01",238392
12,"FLORIDA",11,"2021-07-01",242401
12,"FLORIDA",12,"2021-07-01",247902
12,"FLORIDA",13,"2021-07-01",258686
12,"FLORIDA",14,"2021-07-01",259341
12,"FLORIDA",15,"2021-07-01",255563
12,"FLORIDA",16,"2021-07-01",251387
12,"FLORIDA",17,"2021-07-01",250545
13,"GEORGIA",5,"2021-07-01",135958
13,"GEORGIA",6,"2021-07-01",137793
13,"GEORGIA",7,"2021-07-01",137228
13,"GEORGIA",8,"2021-07-01",137411
13,"GEORGIA",9,"2021-07-01",139117
13,"GEORGIA",10,"2021-07-01",141361
13,"GEORGIA",11,"2021-07-01",144649
13,"GEORGIA",12,"2021-07-01",149139
13,"GEORGIA",13,"2021-07-01",156282
13,"GEORGIA",14,"2021-07-01",156309
13,"GEORGIA",15,"2021-07-01",153418
13,"GEORGIA",16,"2021-07-01",151038
13,"GEORGIA",17,"2021-07-01",151284
15,"HAWAII",5,"2021-07-01",17636
15,"HAWAII",6,"2021-07-01",17712
15,"HAWAII",7,"2021-07-01",17881
15,"HAWAII",8,"2021-07-01",17966
15,"HAWAII",9,"2021-07-01",17740
15,"HAWAII",10,"2021-07-01",17578
15,"HAWAII",11,"2021-07-01",16972
15,"HAWAII",12,"2021-07-01",16664
15,"HAWAII",13,"2021-07-01",16994
15,"HAWAII",14,"2021-07-01",16537
15,"HAWAII",15,"2021-07-01",16032
15,"HAWAII",16,"2021-07-01",15890
15,"HAWAII",17,"2021-07-01",16012
16,"IDAHO",5,"2021-07-01",25644
16,"IDAHO",6,"2021-07-01",26073
16,"IDAHO",7,"2021-07-01",25818
16,"IDAHO",8,"2021-07-01",25918
16,"IDAHO",9,"2021-07-01",25976
16,"IDAHO",10,"2021-07-01",26428
16,"IDAHO",11,"2021-07-01",27410
16,"IDAHO",12,"2021-07-01",28196
16,"IDAHO",13,"2021-07-01",29266
16,"IDAHO",14,"2021-07-01",29219
16,"IDAHO",15,"2021-07-01",28601
16,"IDAHO",16,"2021-07-01",28096
16,"IDAHO",17,"2021-07-01",28057
17,"ILLINOIS",5,"2021-07-01",153210
17,"ILLINOIS",6,"2021-07-01",154297
17,"ILLINOIS",7,"2021-07-01",152557
17,"ILLINOIS",8,"2021-07-01",152077
17,"ILLINOIS",9,"2021-07-01",153456
17,"ILLINOIS",10,"2021-07-01",156060
17,"ILLINOIS",11,"2021-07-01",160286
17,"ILLINOIS",12,"2021-07-01",163932
17,"ILLINOIS",13,"2021-07-01",170505
17,"ILLINOIS",14,"2021-07-01",170908
17,"ILLINOIS",15,"2021-07-01",169097
17,"ILLINOIS",16,"2021-07-01",168929
17,"ILLINOIS",17,"2021-07-01",171289
18,"INDIANA",5,"2021-07-01",86948
18,"INDIANA",6,"2021-07-01",87760
18,"INDIANA",7,"2021-07-01",87588
18,"INDIANA",8,"2021-07-01",87414
18,"INDIANA",9,"2021-07-01",87403
18,"INDIANA",10,"2021-07-01",87682
18,"INDIANA",11,"2021-07-01",89883
18,"INDIANA",12,"2021-07-01",92151
18,"INDIANA",13,"2021-07-01",95531
18,"INDIANA",14,"2021-07-01",95425
18,"INDIANA",15,"2021-07-01",93897
18,"INDIANA",16,"2021-07-01",93065
18,"INDIANA",17,"2021-07-01",93950
19,"IOWA",5,"2021-07-01",40613
19,"IOWA",6,"2021-07-01",40910
19,"IOWA",7,"2021-07-01",40884
19,"IOWA",8,"2021-07-01",40391
19,"IOWA",9,"2021-07-01",39981
19,"IOWA",10,"2021-07-01",40144
19,"IOWA",11,"2021-07-01",41819
19,"IOWA",12,"2021-07-01",43192
19,"IOWA",13,"2021-07-01",44815
19,"IOWA",14,"2021-07-01",44675
19,"IOWA",15,"2021-07-01",43862
19,"IOWA",16,"2021-07-01",43055
19,"IOWA",17,"2021-07-01",42979
20,"KANSAS",5,"2021-07-01",38563
20,"KANSAS",6,"2021-07-01",38783
20,"KANSAS",7,"2021-07-01",38937
20,"KANSAS",8,"2021-07-01",39080
20,"KANSAS",9,"2021-07-01",39232
20,"KANSAS",10,"2021-07-01",39661
20,"KANSAS",11,"2021-07-01",40736
20,"KANSAS",12,"2021-07-01",41390
20,"KANSAS",13,"2021-07-01",42505
20,"KANSAS",14,"2021-07-01",42389
20,"KANSAS",15,"2021-07-01",41519
20,"KANSAS",16,"2021-07-01",40864
20,"KANSAS",17,"2021-07-01",41258
21,"KENTUCKY",5,"2021-07-01",55781
21,"KENTUCKY",6,"2021-07-01",56200
21,"KENTUCKY",7,"2021-07-01",56249
21,"KENTUCKY",8,"2021-07-01",56042
21,"KENTUCKY",9,"2021-07-01",55692
21,"KENTUCKY",10,"2021-07-01",55788
21,"KENTUCKY",11,"2021-07-01",56845
21,"KENTUCKY",12,"2021-07-01",58582
21,"KENTUCKY",13,"2021-07-01",60809
21,"KENTUCKY",14,"2021-07-01",60738
21,"KENTUCKY",15,"2021-07-01",59511
21,"KENTUCKY",16,"2021-07-01",59014
21,"KENTUCKY",17,"2021-07-01",59540
22,"LOUISIANA",5,"2021-07-01",61035
22,"LOUISIANA",6,"2021-07-01",61134
22,"LOUISIANA",7,"2021-07-01",60593
22,"LOUISIANA",8,"2021-07-01",59423
22,"LOUISIANA",9,"2021-07-01",59141
22,"LOUISIANA",10,"2021-07-01",59277
22,"LOUISIANA",11,"2021-07-01",60564
22,"LOUISIANA",12,"2021-07-01",62474
22,"LOUISIANA",13,"2021-07-01",64901
22,"LOUISIANA",14,"2021-07-01",64605
22,"LOUISIANA",15,"2021-07-01",62519
22,"LOUISIANA",16,"2021-07-01",61168
22,"LOUISIANA",17,"2021-07-01",60960
23,"MAINE",5,"2021-07-01",13496
23,"MAINE",6,"2021-07-01",13617
23,"MAINE",7,"2021-07-01",13690
23,"MAINE",8,"2021-07-01",13680
23,"MAINE",9,"2021-07-01",13669
23,"MAINE",10,"2021-07-01",13810
23,"MAINE",11,"2021-07-01",14455
23,"MAINE",12,"2021-07-01",14850
23,"MAINE",13,"2021-07-01",15440
23,"MAINE",14,"2021-07-01",15557
23,"MAINE",15,"2021-07-01",15491
23,"MAINE",16,"2021-07-01",15761
23,"MAINE",17,"2021-07-01",16053
24,"MARYLAND",5,"2021-07-01",75170
24,"MARYLAND",6,"2021-07-01",75557
24,"MARYLAND",7,"2021-07-01",74960
24,"MARYLAND",8,"2021-07-01",74867
24,"MARYLAND",9,"2021-07-01",75362
24,"MARYLAND",10,"2021-07-01",76445
24,"MARYLAND",11,"2021-07-01",77714
24,"MARYLAND",12,"2021-07-01",78765
24,"MARYLAND",13,"2021-07-01",81793
24,"MARYLAND",14,"2021-07-01",81195
24,"MARYLAND",15,"2021-07-01",79373
24,"MARYLAND",16,"2021-07-01",78594
24,"MARYLAND",17,"2021-07-01",78921
25,"MASSACHUSETTS",5,"2021-07-01",73039
25,"MASSACHUSETTS",6,"2021-07-01",73819
25,"MASSACHUSETTS",7,"2021-07-01",74048
25,"MASSACHUSETTS",8,"2021-07-01",74319
25,"MASSACHUSETTS",9,"2021-07-01",74898
25,"MASSACHUSETTS",10,"2021-07-01",75788
25,"MASSACHUSETTS",11,"2021-07-01",77131
25,"MASSACHUSETTS",12,"2021-07-01",78664
25,"MASSACHUSETTS",13,"2021-07-01",81722
25,"MASSACHUSETTS",14,"2021-07-01",82162
25,"MASSACHUSETTS",15,"2021-07-01",81987
25,"MASSACHUSETTS",16,"2021-07-01",82546
25,"MASSACHUSETTS",17,"2021-07-01",85088
26,"MICHIGAN",5,"2021-07-01",117531
26,"MICHIGAN",6,"2021-07-01",118416
26,"MICHIGAN",7,"2021-07-01",118444
26,"MICHIGAN",8,"2021-07-01",117784
26,"MICHIGAN",9,"2021-07-01",117829
26,"MICHIGAN",10,"2021-07-01",119010
26,"MICHIGAN",11,"2021-07-01",122179
26,"MICHIGAN",12,"2021-07-01",124698
26,"MICHIGAN",13,"2021-07-01",129325
26,"MICHIGAN",14,"2021-07-01",130074
26,"MICHIGAN",15,"2021-07-01",129176
26,"MICHIGAN",16,"2021-07-01",129116
26,"MICHIGAN",17,"2021-07-01",131442
27,"MINNESOTA",5,"2021-07-01",73141
27,"MINNESOTA",6,"2021-07-01",73687
27,"MINNESOTA",7,"2021-07-01",73728
27,"MINNESOTA",8,"2021-07-01",73126
27,"MINNESOTA",9,"2021-07-01",72870
27,"MINNESOTA",10,"2021-07-01",73031
27,"MINNESOTA",11,"2021-07-01",74961
27,"MINNESOTA",12,"2021-07-01",76591
27,"MINNESOTA",13,"2021-07-01",79096
27,"MINNESOTA",14,"2021-07-01",78784
27,"MINNESOTA",15,"2021-07-01",77329
27,"MINNESOTA",16,"2021-07-01",76530
27,"MINNESOTA",17,"2021-07-01",77189
28,"MISSISSIPPI",5,"2021-07-01",36888
28,"MISSISSIPPI",6,"2021-07-01",37095
28,"MISSISSIPPI",7,"2021-07-01",37048
28,"MISSISSIPPI",8,"2021-07-01",36933
28,"MISSISSIPPI",9,"2021-07-01",37483
28,"MISSISSIPPI",10,"2021-07-01",37892
28,"MISSISSIPPI",11,"2021-07-01",39222
28,"MISSISSIPPI",12,"2021-07-01",41291
28,"MISSISSIPPI",13,"2021-07-01",43572
28,"MISSISSIPPI",14,"2021-07-01",44016
28,"MISSISSIPPI",15,"2021-07-01",42325
28,"MISSISSIPPI",16,"2021-07-01",41254
28,"MISSISSIPPI",17,"2021-07-01",40925
29,"MISSOURI",5,"2021-07-01",75745
29,"MISSOURI",6,"2021-07-01",76268
29,"MISSOURI",7,"2021-07-01",76339
29,"MISSOURI",8,"2021-07-01",75645
29,"MISSOURI",9,"2021-07-01",75724
29,"MISSOURI",10,"2021-07-01",76589
29,"MISSOURI",11,"2021-07-01",78154
29,"MISSOURI",12,"2021-07-01",80170
29,"MISSOURI",13,"2021-07-01",83278
29,"MISSOURI",14,"2021-07-01",83168
29,"MISSOURI",15,"2021-07-01",81861
29,"MISSOURI",16,"2021-07-01",80785
29,"MISSOURI",17,"2021-07-01",80786
30,"MONTANA",5,"2021-07-01",13196
30,"MONTANA",6,"2021-07-01",13297
30,"MONTANA",7,"2021-07-01",13293
30,"MONTANA",8,"2021-07-01",13203
30,"MONTANA",9,"2021-07-01",13215
30,"MONTANA",10,"2021-07-01",13159
30,"MONTANA",11,"2021-07-01",13485
30,"MONTANA",12,"2021-07-01",13909
30,"MONTANA",13,"2021-07-01",14434
30,"MONTANA",14,"2021-07-01",14290
30,"MONTANA",15,"2021-07-01",13957
30,"MONTANA",16,"2021-07-01",13660
30,"MONTANA",17,"2021-07-01",13721
31,"NEBRASKA",5,"2021-07-01",27070
31,"NEBRASKA",6,"2021-07-01",27355
31,"NEBRASKA",7,"2021-07-01",27154
31,"NEBRASKA",8,"2021-07-01",26710
31,"NEBRASKA",9,"2021-07-01",26511
31,"NEBRASKA",10,"2021-07-01",26610
31,"NEBRASKA",11,"2021-07-01",27383
31,"NEBRASKA",12,"2021-07-01",28072
31,"NEBRASKA",13,"2021-07-01",28716
31,"NEBRASKA",14,"2021-07-01",28365
31,"NEBRASKA",15,"2021-07-01",27824
31,"NEBRASKA",16,"2021-07-01",27703
31,"NEBRASKA",17,"2021-07-01",27621
32,"NEVADA",5,"2021-07-01",38634
32,"NEVADA",6,"2021-07-01",38884
32,"NEVADA",7,"2021-07-01",38642
32,"NEVADA",8,"2021-07-01",38628
32,"NEVADA",9,"2021-07-01",38575
32,"NEVADA",10,"2021-07-01",39513
32,"NEVADA",11,"2021-07-01",40097
32,"NEVADA",12,"2021-07-01",40978
32,"NEVADA",13,"2021-07-01",42838
32,"NEVADA",14,"2021-07-01",42529
32,"NEVADA",15,"2021-07-01",41255
32,"NEVADA",16,"2021-07-01",40285
32,"NEVADA",17,"2021-07-01",39813
33,"NEW HAMPSHIRE",5,"2021-07-01",13578
33,"NEW HAMPSHIRE",6,"2021-07-01",13680
33,"NEW HAMPSHIRE",7,"2021-07-01",13795
33,"NEW HAMPSHIRE",8,"2021-07-01",14031
33,"NEW HAMPSHIRE",9,"2021-07-01",14018
33,"NEW HAMPSHIRE",10,"2021-07-01",14423
33,"NEW HAMPSHIRE",11,"2021-07-01",14773
33,"NEW HAMPSHIRE",12,"2021-07-01",15093
33,"NEW HAMPSHIRE",13,"2021-07-01",15806
33,"NEW HAMPSHIRE",14,"2021-07-01",16043
33,"NEW HAMPSHIRE",15,"2021-07-01",16117
33,"NEW HAMPSHIRE",16,"2021-07-01",16198
33,"NEW HAMPSHIRE",17,"2021-07-01",16529
34,"NEW JERSEY",5,"2021-07-01",110107
34,"NEW JERSEY",6,"2021-07-01",110455
34,"NEW JERSEY",7,"2021-07-01",110285
34,"NEW JERSEY",8,"2021-07-01",110523
34,"NEW JERSEY",9,"2021-07-01",111375
34,"NEW JERSEY",10,"2021-07-01",113346
34,"NEW JERSEY",11,"2021-07-01",115329
34,"NEW JERSEY",12,"2021-07-01",117059
34,"NEW JERSEY",13,"2021-07-01",121531
34,"NEW JERSEY",14,"2021-07-01",121748
34,"NEW JERSEY",15,"2021-07-01",120333
34,"NEW JERSEY",16,"2021-07-01",120030
34,"NEW JERSEY",17,"2021-07-01",121812
35,"NEW MEXICO",5,"2021-07-01",25188
35,"NEW MEXICO",6,"2021-07-01",25709
35,"NEW MEXICO",7,"2021-07-01",25966
35,"NEW MEXICO",8,"2021-07-01",26244
35,"NEW MEXICO",9,"2021-07-01",26470
35,"NEW MEXICO",10,"2021-07-01",27069
35,"NEW MEXICO",11,"2021-07-01",27867
35,"NEW MEXICO",12,"2021-07-01",28583
35,"NEW MEXICO",13,"2021-07-01",29603
35,"NEW MEXICO",14,"2021-07-01",29458
35,"NEW MEXICO",15,"2021-07-01",28784
35,"NEW MEXICO",16,"2021-07-01",28630
35,"NEW MEXICO",17,"2021-07-01",28642
36,"NEW YORK",5,"2021-07-01",228151
36,"NEW YORK",6,"2021-07-01",229243
36,"NEW YORK",7,"2021-07-01",227049
36,"NEW YORK",8,"2021-07-01",227349
36,"NEW YORK",9,"2021-07-01",227793
36,"NEW YORK",10,"2021-07-01",229617
36,"NEW YORK",11,"2021-07-01",229737
36,"NEW YORK",12,"2021-07-01",230037
36,"NEW YORK",13,"2021-07-01",237465
